"price","host_is_superhost","host_identity_verified","instant_bookable","host_listings_count","host_total_listings_count","bedrooms","bathrooms","accommodates","beds","room_type","Amenities_Offered"
85,0,1,0,1,1,1,1,4,1,0,41
50,1,1,0,2,2,2,1,4,1,1,29
600,0,0,0,1,1,2,2,4,3,0,55
332,1,1,0,1,1,3,2,6,3,0,33
363,1,1,0,1,1,3,1,7,4,0,49
650,1,1,0,1,1,3,3,8,4,0,38
169,1,1,1,3,3,1,1.5,2,1,1,30
300,0,1,0,3,3,1,1,2,1,1,21
150,1,1,1,14,14,3,2.5,6,3,1,74
129,0,0,0,1,1,1,1,2,1,1,25
280,1,1,1,1,1,1,1,2,3,0,25
150,1,0,0,0,0,1,0.5,3,2,0,21
50,1,1,1,14,14,1,2.5,2,1,1,75
592,0,1,1,117,117,4,2,8,4,0,34
457,1,1,0,2,2,4,3.5,8,5,0,54
130,1,1,1,2,2,2,1,6,5,0,38
185,1,1,1,1,1,3,3.5,10,4,0,27
129,0,1,0,0,0,1,1,2,1,1,59
390,0,1,0,1,1,5,3,10,5,0,29
667,1,1,1,50,50,4,3,10,4,0,23
185,1,1,1,35,35,3,2,6,4,0,35
529,1,1,0,1,1,4,2,8,6,0,33
111,1,1,1,2,2,2,1,4,3,0,58
150,1,1,1,1,1,1,1,4,2,0,58
83,1,1,0,2,2,2,1,3,2,0,32
550,1,1,0,20,20,3,2.5,7,5,0,21
504,1,1,1,6,6,3,2,6,4,0,56
354,1,1,0,4,4,2,2.5,4,3,0,31
342,1,1,0,0,0,4,1,7,4,0,21
350,0,1,1,0,0,3,2,6,3,0,18
50,1,1,1,0,0,1,1,2,1,1,12
520,1,1,0,7,7,4,3,10,7,0,17
490,0,1,0,4,4,4,2.5,8,5,0,19
95,0,1,0,1,1,1,1,2,2,1,26
300,0,1,1,0,0,3,2,6,3,0,35
60,1,1,0,1,1,1,1,2,1,1,17
95,0,1,1,3,3,1,1,2,1,1,38
300,0,1,0,0,0,5,1,10,8,0,23
191,0,1,1,5,5,1,1,2,1,1,22
302,0,1,1,5,5,1,1,2,1,1,22
95,1,1,0,4,4,1,1,2,1,1,14
291,1,1,1,0,0,3,2.5,7,4,0,31
208,0,1,1,73,73,1,1,6,4,0,10
415,0,1,1,73,73,7,2,16,11,0,13
439,0,1,0,1,1,4,1,8,4,0,53
65,0,0,0,0,0,1,1,2,1,1,7
580,0,1,0,2,2,3,2,6,3,0,34
244,0,1,1,316,316,2,1,6,3,0,12
240,0,1,1,316,316,3,2,6,4,0,14
435,1,1,1,1,1,3,2.5,6,5,0,38
165,0,1,0,1,1,2,1,4,3,0,44
200,0,1,0,1,1,3,1,6,3,0,44
193,1,0,1,0,0,3,1,9,6,0,51
191,1,0,0,1,1,2,1,4,3,0,50
484,1,1,1,3,3,2,2,4,2,0,52
389,0,1,0,0,0,2,1,4,2,0,36
294,1,1,1,3,3,2,1,4,3,0,16
104,0,1,0,1,1,3,1,8,5,0,47
156,0,1,1,1,1,3,1,6,5,0,39
150,0,0,0,1,1,1,1,2,1,1,32
163,1,0,1,0,0,1,1,6,3,0,28
300,0,0,0,0,0,3,2,6,3,0,49
214,0,1,0,27,27,4,2,8,5,0,37
125,0,1,0,1,1,2,1,5,4,0,34
507,0,1,0,1,1,3,2,8,6,0,22
581,1,1,1,37,37,5,4,12,8,0,34
575,0,1,1,40,40,4,2,8,4,0,19
518,0,1,1,32,32,4,3,8,4,0,38
530,0,1,1,117,117,3,3,6,8,0,32
436,0,1,1,117,117,3,2,6,4,0,15
287,1,1,1,0,0,5,2,10,7,0,21
408,0,1,1,29,29,2,2,4,2,0,45
150,0,1,0,0,0,2,1,6,3,0,51
140,1,0,0,1,1,1,1,4,3,0,26
468,1,1,1,50,50,4,4,10,5,0,22
560,1,0,1,12,12,5,4,10,6,0,62
175,1,1,0,1,1,4,2,7,5,0,40
130,1,1,0,2,2,1,1,2,1,0,23
451,0,1,1,117,117,4,2,9,6,0,31
329,1,1,1,28,28,4,2,8,5,0,59
650,0,1,0,2,2,3,2.5,8,5,0,38
199,0,1,0,3,3,3,2.5,6,3,0,22
229,1,1,1,2,2,1,1,2,1,1,27
243,1,1,1,2,2,3,1,5,4,0,43
45,1,0,1,0,0,1,1,2,1,1,23
600,1,1,0,1,1,4,4.5,8,4,0,33
65,1,0,1,0,0,1,1,2,1,1,16
556,0,0,0,3,3,3,2,6,3,0,20
188,1,1,1,1,1,2,2,4,2,0,29
86,1,1,0,0,0,1,1,2,1,0,27
131,0,0,1,0,0,1,0,6,5,1,11
131,1,0,1,1,1,2,1,6,3,0,38
124,0,1,0,1,1,1,1,2,1,0,54
411,1,1,1,41,41,2,2,4,2,0,45
269,1,1,0,0,0,2,2,4,2,0,33
471,1,1,0,10,10,3,2,5,5,0,37
650,1,1,1,14,14,4,3,8,7,0,26
130,1,1,1,1,1,2,1,5,4,0,32
500,0,1,1,1,1,3,3,8,8,0,30
184,0,1,1,0,0,3,1,6,4,0,33
120,0,0,0,2,2,1,1,4,2,0,37
447,0,1,1,117,117,4,2,8,5,0,32
204,1,1,1,0,0,2,1,4,3,0,49
100,0,0,1,0,0,2,1,4,3,0,27
280,1,1,1,4,4,1,1,4,2,0,53
218,1,1,1,2,2,2,1,4,2,0,29
136,0,1,1,2,2,2,1,4,3,0,35
65,1,1,0,1,1,1,1,4,3,0,36
85,0,1,1,2,2,1,1,2,1,0,14
132,1,1,0,2,2,1,1,2,1,0,31
139,1,1,0,1,1,3,2,7,5,0,41
104,0,1,1,2,2,1,1,4,2,0,11
134,1,1,0,1,1,1,1,2,1,0,59
110,0,1,1,1,1,2,1,7,4,0,33
343,1,1,1,7,7,2,2,4,3,0,26
423,1,1,1,41,41,2,2,4,2,0,52
371,1,1,0,4,4,3,3.5,8,5,0,33
436,0,1,1,117,117,4,2,8,4,0,17
157,1,1,1,1,1,2,1,7,6,0,36
380,0,0,0,0,0,3,1.5,8,6,0,25
450,0,1,0,0,0,5,2,12,6,0,49
246,1,1,1,4,4,4,2,13,11,0,42
243,0,0,0,0,0,3,1,6,3,0,34
195,1,1,0,17,17,2,1,4,3,0,17
87,1,1,0,0,0,1,1,2,1,0,17
288,0,1,1,40,40,3,2,8,3,0,18
246,0,1,0,2,2,3,2,6,4,0,16
222,0,1,1,73,73,2,1,4,3,0,13
230,0,1,1,40,40,3,1,7,3,0,17
631,0,1,1,316,316,5,3,11,6,0,13
212,0,1,0,1,1,4,1,8,8,0,41
395,0,0,1,2,2,3,1,9,9,0,44
194,1,1,0,1,1,3,2,6,3,0,28
450,0,1,0,1,1,3,2,6,4,0,26
204,1,1,1,1,1,2,1,5,3,0,36
94,0,1,1,29,29,1,1,2,1,3,25
293,0,1,1,0,0,3,2,8,6,0,26
130,0,1,0,0,0,1,1,2,1,0,33
296,0,1,1,316,316,2,1,4,3,0,12
180,1,1,1,11,11,1,1,2,1,0,45
225,0,1,1,4,4,3,2,8,6,0,20
190,1,0,0,0,0,2,1,4,2,0,23
75,1,1,0,2,2,1,1,2,1,1,34
137,0,0,1,1,1,1,1,5,4,0,25
94,0,1,1,1,1,1,1,2,1,1,18
110,1,0,0,0,0,2,1,4,4,0,46
170,0,0,0,1,1,2,1,4,3,0,37
69,0,1,0,2,2,1,1,2,1,0,23
153,0,0,0,8,8,1,1,2,1,1,17
300,0,0,1,2,2,1,1.5,6,4,0,13
70,0,1,1,3,3,1,1,2,1,1,18
120,1,1,1,21,21,1,1,2,2,1,29
80,1,1,1,21,21,1,1,2,2,1,31
131,1,1,0,0,0,2,1,4,3,0,27
80,0,0,0,1,1,1,1,2,1,1,21
499,0,1,1,1,1,3,1,6,4,0,28
101,1,1,1,0,0,1,1,2,2,0,42
479,1,1,0,1,1,3,2,6,3,0,32
138,0,1,1,2,2,1,1,2,1,1,33
129,0,0,1,1,1,1,1,2,1,1,23
122,1,1,0,0,0,1,1,2,1,0,38
300,1,1,1,1,1,2,1,4,2,0,10
179,1,1,1,2,2,1,1.5,2,1,0,16
245,1,0,0,0,0,1,1,4,1,0,38
110,0,1,1,0,0,1,1,4,2,0,17
196,1,1,1,1,1,2,1,4,3,0,31
385,1,1,0,14,14,5,2.5,10,7,0,10
80,0,0,1,0,0,1,1,2,1,1,11
230,1,1,0,0,0,2,1,5,3,0,26
200,0,1,0,0,0,3,2,6,3,0,29
70,0,1,0,0,0,1,1,2,1,1,28
212,1,1,0,2,2,3,1,6,5,0,28
120,1,0,0,1,1,1,1,2,1,0,23
330,1,1,0,3,3,3,2,8,6,0,26
120,1,0,0,0,0,3,2,6,4,0,31
70,0,1,1,2,2,1,1,2,1,1,23
395,0,1,1,14,14,1,1,2,1,1,31
200,1,1,1,21,21,1,1.5,2,1,1,36
350,1,1,0,2,2,4,2.5,8,5,0,53
90,0,1,0,0,0,1,1,2,1,1,10
120,0,0,0,2,2,1,1.5,2,1,1,8
129,0,1,0,3,3,1,1,2,1,0,32
615,0,0,0,0,0,3,2.5,7,5,0,15
500,0,1,0,0,0,3,2,6,4,0,17
215,1,1,1,20,20,1,2,3,3,0,20
380,1,1,1,5,5,4,3,8,5,0,41
130,0,1,1,0,0,3,1,4,4,0,51
249,0,0,1,1,1,1,1,2,1,1,17
104,0,1,1,0,0,1,1,2,1,1,22
179,1,1,1,3,3,1,1,2,1,0,26
100,1,0,1,1,1,1,1.5,3,2,1,34
60,0,1,0,0,0,1,1,1,1,1,22
145,0,1,0,12,12,2,1,6,4,0,28
176,0,1,0,12,12,4,2,8,4,0,16
220,0,1,0,1,1,2,2.5,4,2,0,30
172,1,1,1,1,1,1,1,2,1,0,20
161,1,1,0,2,2,1,1,5,3,0,20
172,0,1,0,2,2,1,1,2,1,1,59
170,0,1,1,0,0,3,1,4,3,0,30
343,1,1,0,0,0,2,1,4,2,0,57
185,1,1,1,4,4,1,1,2,1,0,16
209,1,1,1,4,4,2,1,4,5,0,46
154,0,1,0,1,1,1,1,4,2,1,27
135,1,0,0,6,6,1,1,2,1,1,35
150,0,1,1,0,0,1,1,2,1,1,31
180,1,1,0,2,2,1,0,2,1,0,26
152,1,1,0,1,1,1,1,2,1,0,31
155,1,1,0,1,1,2,2,6,4,0,38
100,1,0,1,0,0,1,1,2,1,0,30
60,0,0,1,1,1,2,2.5,4,3,1,13
161,1,1,1,3,3,1,1,2,1,0,33
250,1,1,0,0,0,2,1,4,2,0,36
200,0,1,1,2,2,2,2,6,5,0,28
379,1,0,0,0,0,2,1,6,4,0,44
350,1,1,0,3,3,2,2,4,6,0,21
192,0,0,1,3,3,1,1,2,1,1,32
485,0,0,0,2,2,3,2,5,1,0,9
500,0,1,0,1,1,4,2.5,8,11,0,39
159,1,1,1,1,1,1,1.5,2,1,0,31
314,1,1,0,1,1,4,2,7,4,0,39
257,0,0,1,1,1,3,1,6,4,0,48
110,0,1,0,1,1,1,1,4,2,0,30
66,0,1,0,1,1,1,1,2,1,1,9
155,1,1,1,3,3,1,1.5,3,2,0,55
300,0,1,1,0,0,3,2,6,4,0,14
427,0,1,1,9,9,3,2,8,4,0,16
479,0,1,1,1,1,4,2,10,5,0,57
222,1,1,1,0,0,5,1,10,7,0,29
170,1,1,1,1,1,2,1,4,3,0,31
127,1,1,1,1,1,1,1,2,1,0,31
180,1,0,0,0,0,2,1,4,3,0,31
128,1,1,1,1,1,1,1,2,1,0,20
295,0,1,0,0,0,1,1,2,1,0,16
160,0,1,0,7,7,1,1,2,1,1,23
400,1,1,0,0,0,3,2,6,3,0,49
160,0,1,0,3,3,1,1,2,1,0,48
85,0,1,0,1,1,1,1,2,1,1,12
450,0,1,0,1,1,3,2,6,4,0,26
120,0,0,0,0,0,1,1,2,1,0,12
330,0,1,1,2,2,3,4,6,3,0,14
141,0,1,0,0,0,1,1,2,1,0,50
253,1,1,0,18,18,4,2.5,8,6,0,34
550,1,1,0,1,1,2,2,6,4,0,36
250,0,1,1,0,0,1,1,6,2,2,10
225,1,1,1,1,1,2,1,5,3,0,48
84,1,1,1,0,0,1,1,3,1,0,42
210,0,1,0,4,4,2,1,8,6,0,33
232,1,1,1,1,1,2,2,4,3,0,32
300,1,1,1,1,1,3,1,6,3,0,24
250,0,1,0,0,0,3,2,6,4,0,25
550,0,0,0,0,0,3,1,6,3,0,34
78,0,1,1,1,1,1,1,4,4,0,29
545,0,1,0,1,1,5,3,12,9,0,45
514,1,1,0,2,2,7,5,14,16,0,28
619,0,1,0,1,1,3,2,6,4,0,16
550,0,0,0,0,0,4,2.5,7,4,0,18
200,0,1,0,1,1,2,1,4,3,0,51
245,1,1,1,1,1,1,1.5,2,1,0,30
150,0,0,0,0,0,2,1,6,2,0,9
200,1,1,0,0,0,3,2,6,3,0,31
250,1,0,0,1,1,6,2.5,12,10,0,41
300,0,1,0,0,0,3,1.5,5,3,0,61
289,1,1,1,9,9,1,1,2,1,0,44
237,0,0,1,5,5,1,1,2,1,0,16
300,0,1,1,0,0,3,1.5,7,3,0,16
325,0,1,1,1,1,2,2,5,3,0,39
105,0,0,1,0,0,1,0,2,1,1,26
325,0,1,1,2,2,4,2.5,10,7,0,44
394,1,1,0,3,3,5,3,10,10,0,33
525,0,0,0,1,1,2,1,4,3,0,20
248,1,1,0,9,9,2,1,4,3,0,32
419,1,1,1,0,0,4,2,10,7,0,52
236,0,0,0,2,2,2,1,4,3,0,39
95,0,1,0,1,1,1,1,2,1,0,22
350,0,1,0,1,1,2,2,4,2,0,31
100,0,1,0,2,2,2,1,4,2,0,25
125,0,0,0,2,2,1,1,2,1,0,15
330,0,1,0,0,0,3,2,6,3,0,52
175,0,1,1,1,1,2,1,4,3,0,38
267,0,1,1,29,29,2,1,4,2,0,30
40,0,1,1,1,1,2,1,1,2,1,52
422,1,1,0,2,2,4,2,8,6,0,29
319,0,1,1,117,117,3,1,8,6,0,16
525,1,1,0,6,6,4,2.5,8,5,0,32
171,1,1,1,7,7,1,1,3,2,3,31
657,0,1,0,0,0,4,4,8,4,0,34
195,1,1,1,0,0,2,1,4,2,0,43
174,1,1,1,1,1,2,2,4,2,0,18
207,0,1,1,1,1,3,1.5,7,4,0,52
199,1,0,1,0,0,1,1,2,1,0,16
185,1,1,1,1,1,2,1,4,3,0,30
546,0,1,1,31,31,5,4,10,5,0,17
100,0,0,1,0,0,2,1,3,2,1,36
150,1,1,0,2,2,2,1,4,2,0,36
64,0,1,1,0,0,1,1,4,4,1,65
100,1,1,1,1,1,2,1,4,2,0,26
110,1,1,1,1,1,1,1,4,2,0,54
456,0,1,1,0,0,1,2,2,1,0,51
341,1,1,0,36,36,3,2,8,6,0,29
100,0,0,0,0,0,1,1,2,1,1,13
95,0,1,0,2,2,1,1,4,3,0,28
165,0,0,0,1,1,2,1,4,2,1,24
310,0,1,0,1,1,11,2,10,7,0,32
95,0,1,0,0,0,1,1,2,1,0,29
393,1,1,0,18,18,3,2.5,6,4,0,42
194,1,1,0,5,5,3,2.5,8,7,0,29
458,1,1,0,11,11,3,2,6,4,0,22
436,1,1,0,5,5,4,2,8,6,0,54
48,1,0,0,1,1,1,1,2,1,0,16
76,0,0,0,1,1,1,1.5,2,1,0,29
81,1,1,1,0,0,1,1,2,1,0,28
151,1,1,0,1,1,3,3,6,6,0,31
300,1,1,0,1,1,4,2,7,5,0,32
120,1,1,0,1,1,1,1,2,1,1,22
450,0,1,0,1,1,4,2.5,6,4,0,15
400,1,1,0,2,2,1,1,2,1,0,18
550,0,1,0,6,6,3,2,6,4,0,21
140,1,1,1,1,1,2,1,4,2,0,20
400,1,1,0,1,1,4,2,8,5,0,70
180,0,0,0,0,0,4,1,7,4,0,32
350,0,0,1,0,0,3,2,5,3,0,24
120,0,0,0,0,0,1,1,2,1,0,27
241,0,1,1,17,17,1,1,6,3,1,6
120,0,1,0,0,0,1,1,2,1,1,38
200,0,0,1,0,0,2,1,4,2,0,13
90,1,1,1,0,0,1,1,2,1,0,31
180,0,1,0,1,1,3,1.5,6,4,0,31
415,0,1,1,1,1,4,2,8,5,0,34
301,1,1,0,2,2,3,2,10,7,0,22
201,0,1,1,6,6,1,1,4,3,0,23
499,0,1,1,117,117,3,2,8,4,0,16
180,0,1,1,18,18,1,0,4,2,1,8
170,0,1,1,1,1,3,1,6,5,0,35
200,0,1,1,2,2,2,1,4,3,1,25
88,1,0,0,3,3,1,1,2,1,1,17
199,1,1,0,1,1,1,1,2,1,1,26
177,1,0,1,1,1,3,2,8,4,0,36
139,0,1,1,4,4,1,1,3,2,0,23
126,0,1,1,4,4,1,1,2,2,0,27
366,0,0,0,2,2,2,1,4,2,0,19
140,1,1,0,2,2,1,1,3,2,0,33
89,1,1,1,1,1,1,1,2,1,0,28
400,0,1,0,2,2,4,2.5,8,6,0,29
175,1,1,0,3,3,1,1,2,1,0,20
79,1,1,0,1,1,2,1,3,2,0,49
60,0,0,0,1,1,2,1.5,3,3,1,33
150,1,1,1,2,2,2,2,4,2,0,25
178,1,1,0,1,1,1,1,2,1,0,50
165,0,1,0,1,1,2,1,5,4,0,36
60,0,1,0,0,0,2,2,4,3,1,15
185,1,1,1,1,1,1,1,2,1,0,24
252,1,1,0,1,1,2,1,5,3,0,32
110,1,1,0,2,2,3,1,4,3,0,47
105,0,0,1,0,0,2,1,4,2,1,36
345,0,0,1,0,0,1,1,2,2,1,8
200,1,1,1,2,2,4,2,8,5,0,43
159,1,1,1,1,1,3,2,6,3,0,60
50,0,1,1,0,0,1,1.5,1,1,1,10
196,0,0,0,0,0,3,1,5,4,0,47
160,0,1,0,1,1,3,2,8,5,0,23
332,0,1,1,15,15,3,1,6,5,0,14
60,0,0,1,1,1,1,1,2,3,1,34
200,0,0,1,1,1,3,1,6,3,0,34
400,0,1,0,1,1,5,2.5,10,6,0,34
240,1,0,1,1,1,1,1,5,1,0,30
231,0,1,0,107,107,1,1,4,3,1,24
107,1,0,1,1,1,1,1,2,1,0,43
207,0,1,0,107,107,1,1,2,1,1,14
70,1,1,1,1,1,1,1,2,1,1,28
85,1,1,1,1,1,1,1,2,1,1,24
232,0,0,1,0,0,1,1,4,1,1,2
130,1,1,1,1,1,1,1,4,2,0,62
111,0,1,1,1,1,2,1,6,4,0,24
180,0,0,1,0,0,2,1,4,3,0,35
60,1,1,1,2,2,1,1.5,2,1,1,50
45,1,1,0,1,1,1,1,1,1,1,29
70,1,0,1,1,1,1,1.5,2,1,1,28
109,0,1,0,4,4,1,1,4,3,0,45
280,1,1,1,1,1,3,1.5,5,3,0,10
205,1,1,0,3,3,3,1.5,5,3,0,29
85,1,1,0,2,2,1,1,3,2,0,42
68,0,1,1,0,0,1,1,2,1,0,30
52,0,1,0,1,1,2,1,4,3,1,33
70,0,0,1,1,1,2,1,2,1,1,10
95,0,0,1,0,0,3,1,8,5,0,49
95,1,1,1,5,5,1,1,2,1,1,22
150,0,1,1,1,1,4,1,8,6,0,26
90,1,0,1,2,2,1,1,2,1,1,22
200,0,0,1,1,1,1,2,2,1,1,26
113,1,0,0,1,1,2,1,4,2,1,23
135,0,0,0,0,0,2,1,7,7,0,10
160,0,1,0,6,6,1,1,2,1,1,39
330,0,1,1,1,1,4,2.5,10,4,0,15
105,0,0,0,1,1,1,1,2,2,1,14
160,1,0,1,1,1,1,1,2,1,0,15
130,1,1,0,2,2,2,1,4,2,0,28
88,0,0,0,2,2,1,2,1,1,1,9
130,1,1,0,1,1,3,1,8,5,0,27
253,1,1,1,4,4,3,2,6,3,0,30
275,1,1,1,1,1,3,2,6,4,0,34
140,0,1,0,1,1,4,3,6,4,0,30
85,0,0,0,0,0,1,1,2,1,1,54
150,0,0,0,0,0,2,1,10,8,0,38
144,0,0,0,2,2,3,1,7,3,0,14
110,0,0,0,1,1,3,1.5,7,5,0,22
370,0,1,0,1,1,4,1,6,4,0,39
225,1,1,0,5,5,6,3,16,15,0,31
192,1,1,0,1,1,2,1,4,3,0,53
144,1,1,1,1,1,2,1.5,6,3,0,41
150,1,1,0,0,0,4,1,6,7,0,42
105,0,0,1,0,0,1,1,2,2,1,21
203,0,1,0,1,1,3,2,5,7,0,13
110,1,0,1,1,1,1,1,4,2,0,36
40,0,1,0,1,1,1,1.5,2,1,1,5
160,1,0,0,2,2,1,1,2,1,0,12
157,1,1,1,0,0,3,2,6,3,0,16
60,0,0,0,1,1,1,1,1,1,1,13
100,0,0,0,1,1,2,1,3,2,1,24
110,0,0,0,4,4,1,1,2,1,1,13
113,1,1,0,1,1,2,1,6,3,0,32
500,0,1,1,1,1,4,1,7,6,0,30
88,0,1,0,12,12,1,3,2,1,1,26
120,0,0,0,2,2,1,1,2,1,1,30
171,1,1,0,1,1,2,1,4,3,0,31
250,0,0,0,1,1,2,1,6,5,1,30
165,0,1,0,3,3,1,1,2,1,0,28
150,0,1,0,1,1,3,2.5,6,3,0,15
129,1,1,0,1,1,3,1,9,5,0,46
210,1,1,0,2,2,1,1,2,1,0,24
70,1,0,0,1,1,1,1,2,1,1,18
75,1,1,0,3,3,1,1,2,1,1,30
191,1,1,0,1,1,1,1,6,4,0,53
110,1,1,0,1,1,1,1,3,2,0,25
436,0,0,0,1,1,3,1.5,8,6,0,57
180,1,1,0,1,1,1,1,2,1,0,24
69,0,0,0,2,2,2,1,2,2,1,13
150,0,0,0,1,1,1,1,2,1,1,19
254,0,1,0,1,1,1,1.5,2,1,1,28
55,1,1,0,4,4,1,1,1,1,1,32
170,1,1,1,3,3,2,1,4,2,0,36
210,1,1,1,1,1,2,1,4,2,0,50
403,1,1,0,1,1,1,1.5,2,1,0,54
327,1,1,0,1,1,3,3,6,5,0,50
253,1,1,0,3,3,3,1,8,5,0,46
40,0,0,0,3,3,1,1,4,3,0,7
370,0,1,0,1,1,3,2.5,5,3,0,15
290,1,1,0,1,1,3,1,8,6,0,56
200,1,1,1,1,1,1,1,2,1,0,31
50,1,0,0,1,1,1,1,2,1,1,31
70,1,1,1,1,1,1,1,2,1,0,24
50,1,1,0,3,3,1,1,2,1,1,27
198,1,1,0,2,2,2,1,6,5,0,19
89,1,1,0,1,1,1,1,2,1,1,33
80,0,1,0,1,1,2,1.5,1,2,1,15
450,0,1,1,0,0,4,2,10,6,0,11
120,0,0,1,2,2,1,1,2,1,0,38
55,0,1,0,4,4,1,2.5,1,1,1,15
200,0,1,0,1,1,2,1,4,2,0,20
60,1,1,0,2,2,1,1,2,1,1,57
50,1,1,0,2,2,1,1.5,2,1,1,62
346,1,1,1,1,1,2,1,5,4,0,33
160,0,0,1,1,1,2,1,5,2,1,17
160,0,1,0,2,2,1,1,4,4,1,17
184,1,0,0,1,1,1,1,2,1,0,32
300,0,0,1,2,2,1,1,2,1,1,15
86,0,0,0,0,0,1,1.5,2,1,0,25
127,1,1,1,1,1,1,1,2,1,0,46
102,0,1,0,1,1,1,1,2,1,0,36
65,0,1,0,2,2,1,1,2,1,1,53
130,1,1,0,5,5,2,1,8,6,0,14
475,0,0,0,1,1,3,3,4,3,0,19
500,0,0,0,1,1,3,2,5,4,0,39
138,0,1,1,0,0,2,1,4,2,0,24
50,0,0,1,1,1,2,1,4,3,1,16
280,0,1,1,6,6,2,2,4,3,0,27
293,1,1,1,8,8,3,2,8,4,0,67
370,0,1,0,1,1,5,2,8,7,0,31
117,1,1,0,1,1,2,1,5,3,0,53
286,0,0,0,2,2,3,2,6,3,0,49
320,1,1,0,3,3,2,1,6,3,0,28
220,0,0,0,1,1,5,2.5,10,7,0,33
260,0,1,0,1,1,3,1.5,4,2,0,16
85,1,1,1,2,2,3,2,5,3,1,28
276,1,0,0,2,2,1,1,2,2,0,45
237,0,0,0,0,0,3,1,8,6,0,19
60,0,0,0,2,2,1,1.5,2,1,1,30
180,1,1,0,2,2,2,1,5,4,0,25
435,1,1,0,1,1,3,1,5,3,0,29
150,0,1,0,0,0,1,1,2,2,0,25
90,0,1,0,1,1,1,1,2,1,1,29
93,1,1,0,1,1,1,1,4,1,0,28
200,0,0,0,2,2,2,1,6,3,0,25
59,0,1,0,2,2,1,2,2,1,1,50
80,1,1,0,5,5,1,1,4,2,0,51
110,0,1,0,0,0,1,1,2,1,0,7
200,1,1,1,1,1,2,1,4,2,0,38
76,0,0,0,2,2,1,1,2,1,1,23
291,0,0,1,1,1,1,1,2,1,1,10
300,0,1,1,1,1,3,1,4,3,0,37
60,1,1,0,2,2,1,1,2,1,1,31
200,1,1,0,1,1,2,1,4,2,0,43
450,0,1,0,1,1,3,2,6,3,0,16
274,1,1,0,0,0,2,1,6,4,0,34
75,1,1,0,1,1,1,1,2,1,0,27
250,0,1,0,1,1,2,1.5,5,3,1,43
175,1,1,1,0,0,2,1,4,2,0,30
200,0,1,0,0,0,4,2,6,4,0,12
115,1,1,1,1,1,2,1,3,2,0,34
111,0,0,0,1,1,1,1,2,1,1,16
68,0,1,0,1,1,1,1,2,1,0,21
105,1,1,1,3,3,1,1,2,1,0,24
109,1,1,0,3,3,1,1,2,1,0,44
336,0,1,0,0,0,4,2.5,6,6,0,47
292,0,1,1,98,98,3,2,12,7,0,25
76,0,0,0,1,1,1,1,2,1,1,17
52,0,1,0,12,12,1,1.5,1,1,1,13
330,0,0,0,0,0,3,1,4,3,0,14
374,1,1,0,3,3,1,1,2,1,0,43
224,1,1,1,2,2,1,1,2,1,1,38
224,1,1,1,2,2,1,1,2,1,1,36
233,0,1,1,98,98,1,1,2,1,0,33
119,1,1,1,2,2,1,1,2,1,0,37
280,0,0,1,0,0,2,1,4,5,0,46
150,0,0,0,1,1,3,1,8,5,0,36
550,0,0,0,0,0,4,3,10,7,0,25
390,0,0,0,1,1,3,2,8,5,0,58
120,0,0,0,1,1,1,1,3,1,1,9
140,0,1,0,1,1,1,1,3,2,0,33
500,0,0,1,1,1,3,1,7,5,0,8
75,0,1,0,7,7,1,1.5,3,1,1,35
270,0,0,0,1,1,1,1,2,1,1,27
388,0,1,1,37,37,3,1,6,3,0,13
463,1,1,0,4,4,1,1,2,2,0,42
493,0,1,0,1,1,3,1,6,5,0,24
60,1,0,1,1,1,3,1,4,3,1,49
170,0,0,0,4,4,2,1.5,5,4,1,41
150,0,1,1,2,2,2,1,4,2,0,28
117,1,1,1,7,7,1,1,3,2,0,48
59,1,1,0,1,1,1,1,2,1,1,49
40,1,0,0,1,1,1,1,1,1,1,15
49,0,0,0,0,0,1,1,1,1,1,9
160,0,1,0,2,2,3,1,4,3,0,10
100,1,1,0,1,1,1,1,2,2,0,31
286,1,1,1,1,1,4,2,7,4,0,40
92,1,0,1,0,0,1,1,2,1,0,40
99,1,1,0,0,0,1,1,2,1,0,25
80,1,1,0,3,3,2,1,4,2,0,22
80,0,0,1,1,1,1,1,3,2,2,29
135,0,1,1,0,0,3,2,6,3,0,56
230,0,1,0,1,1,4,1,4,3,0,17
65,1,1,0,8,8,1,0.5,2,1,1,39
100,1,1,1,3,3,2,1,7,4,1,42
145,0,0,1,2,2,2,1,4,2,0,27
190,1,1,1,0,0,2,1,4,2,0,54
149,0,1,0,2,2,1,1,2,1,1,49
70,0,0,0,1,1,1,0.5,2,1,1,11
100,1,0,0,1,1,1,1,2,1,0,18
60,0,1,1,2,2,1,1.5,2,1,1,16
500,0,0,0,1,1,1,1,4,1,1,25
140,0,1,0,0,0,1,1,2,1,1,44
125,1,0,1,0,0,1,1,2,1,0,18
457,0,1,0,1,1,2,1,6,3,0,36
185,1,1,0,2,2,3,1,5,3,0,41
130,0,1,1,3,3,1,1,3,3,1,59
180,1,1,1,4,4,3,1,6,5,0,29
350,0,1,0,0,0,2,1,4,3,0,43
50,0,1,1,2,2,1,1.5,2,1,1,30
90,0,1,1,1,1,1,1.5,2,1,1,26
133,1,1,1,0,0,2,1.5,6,4,0,50
110,1,1,1,0,0,1,1,2,1,0,17
198,0,1,0,12,12,3,1,6,4,0,30
275,0,1,0,12,12,2,2,4,2,0,27
64,1,1,0,5,5,1,1.5,2,1,1,34
